"date","SiteName","no2_mor","no2_pick","o3_mor","o3_pick","pm25_mor","pm25_pick","pm10_mor","pm10_pick","temp_mor","temp_pick"
"2021-06-02","Hines_RecordCrossing","9.878","13.825","NaN","52.695","NaN","6.434","NaN","21.69","NaN","28.891"
"2021-06-03","Hines_RecordCrossing","8.421","11.227","29.979","45.443","3.587","5.902","15.51","19.574","21.716","27.602"
"2021-06-04","Hines_RecordCrossing","6.711","4.758","21.59","49.432","12.528","17.558","37.88","39.702","23.247","29.655"
"2021-06-05","Hines_RecordCrossing","5.193","5.529","NaN","36.618","NaN","15.878","NaN","27.692","NaN","31.675"
"2021-06-06","Hines_RecordCrossing","2.939","3.59","44.15","35.505","4.165","9.218","20.98","26.585","21.39","32.315"
"2021-06-07","Hines_RecordCrossing","10.015","12.978","15.892","32.706","5.697","4.718","16.948","16.698","25.608","27.657"
"2021-06-08","Hines_RecordCrossing","8.771","8.95","22.93","28.683","3.647","42.618","15.67","53.327","23.362","31.652"
"2021-06-09","Hines_RecordCrossing","7.2","12.018","11.788","31.011","4.603","35.818","23.338","49.913","26.75","34.127"
"2021-06-10","Hines_RecordCrossing","6.335","9.692","14.019","29.19","9.081","7.282","28.56","25.881","27.944","34.437"
"2021-06-11","Hines_RecordCrossing","6.239","8.145","14.522","27.913","5.802","6.628","21.271","24.25","27.446","34.531"
"2021-06-12","Hines_RecordCrossing","9.538","17.192","19.714","42.754","3.52","10.012","18.268","25.708","27.724","35.005"
"2021-06-13","Hines_RecordCrossing","18.975","31.098","8.647","57.955","10.666","15.418","23.652","27.702","27.811","38.026"
"2021-06-14","Hines_RecordCrossing","18.251","21.968","20.346","43.399","15.517","22.115","29.338","34.162","30.903","36.712"
"2021-06-15","Hines_RecordCrossing","25.479","30.437","30.332","55.207","11.995","14.929","30.92","23.836","28.742","37.152"
"2021-06-16","Hines_RecordCrossing","33.076","46.578","24.764","67.381","16.763","15.487","29.036","28.978","28.502","38.08"
"2021-06-17","Hines_RecordCrossing","34.292","46.158","20.266","55.654","20.03","13.574","37.296","29.595","29.004","38.144"
"2021-06-18","Hines_RecordCrossing","15.425","22.16","28.366","54.812","23.366","18.503","34.319","33.976","29.039","35.644"
"2021-06-19","Hines_RecordCrossing","26.103","36.224","29.67","60.756","13.977","10.009","23.774","21.587","26.614","36.227"
"2021-06-20","Hines_RecordCrossing","10.634","14.59","45.495","37.458","16.118","4.017","26.707","18.182","27.937","36.263"
"2021-06-21","Hines_RecordCrossing","8.95","16.89","19.347","35.901","6.386","5.562","18.454","18.443","28.237","29.009"
"2021-06-22","Hines_RecordCrossing","15.371","24.238","31.117","45.74","2.653","9.389","14.501","28.494","21.478","30.989"
"2021-06-23","Hines_RecordCrossing","14.482","17.57","29.388","30.266","11.438","19.991","28.442","38.002","26.198","35.972"
"2021-06-24","Hines_RecordCrossing","7.17","13.15","22.632","26.754","12.007","12.318","26.497","33.126","28.749","36.433"
"2021-06-25","Hines_RecordCrossing","4.166","7.301","22.14","29.341","9.787","18.009","35.76","48.029","29.258","35.5"
"2021-06-26","Hines_RecordCrossing","4.052","7.697","18.707","26.096","10.146","9.893","32.269","34.187","28.383","35.078"
"2021-06-27","Hines_RecordCrossing","3.578","6.037","23.567","26.926","6.076","4.712","24.904","19.512","28.049","31.668"
"2021-06-28","Hines_RecordCrossing","4.853","5.437","18.35","22.525","3.153","4.707","15.836","16.488","26.262","25.804"
"2021-06-29","Hines_RecordCrossing","7.47","15.045","17.599","30.6","3.242","4.942","15.539","19.132","24.709","32.79"
"2021-06-30","Hines_RecordCrossing","12.606","29.663","14.669","37.32","3.688","13.745","15.747","26.749","25.239","34.899"
"2021-07-01","Hines_RecordCrossing","20.013","35.667","13.797","44.405","6.23","8.332","19.32","21.418","28.251","37.704"
"2021-07-02","Hines_RecordCrossing","9.791","18.672","20.057","34.722","4.051","4.877","15.812","16.343","25.428","31.223"
"2021-07-03","Hines_RecordCrossing","9.572","16.012","19.366","43.395","5.46","19.904","19.326","34.081","27.425","30.137"
"2021-07-04","Hines_RecordCrossing","15.902","30.704","27.527","49.158","27.005","19.808","40.068","29.659","26.79","33.036"
"2021-07-05","Hines_RecordCrossing","13.488","21.117","28.788","39.463","45.169","29.004","54.789","38.653","26.834","32.499"
"2021-07-06","Hines_RecordCrossing","13.713","18.773","21.799","38.148","6.503","28.909","16.719","38.181","24.664","33.728"
"2021-07-07","Hines_RecordCrossing","16.138","22.39","9.972","42.402","15.566","15.503","25.992","26.429","26.111","35.604"
"2021-07-08","Hines_RecordCrossing","8.594","16.78","22.941","37.562","7.272","7.506","18.232","23.645","27.616","35.999"
"2021-07-09","Hines_RecordCrossing","2.348","4.849","23.387","27.34","2.984","4.744","15.066","21.753","25.681","30.988"
"2021-07-10","Hines_RecordCrossing","3.2","8.118","20.808","28.407","5.255","13.805","17.473","37.237","25.318","34.749"
"2021-07-11","Hines_RecordCrossing","12.457","26.238","20.061","47.178","7.256","17.611","29.346","28.374","28.729","35.763"
"2021-07-12","Hines_RecordCrossing","13.111","8.451","37.881","38.035","7.821","9.129","19.031","23.89","27.424","29.434"
"2021-07-13","Hines_RecordCrossing","7.027","11.94","15.044","30.24","7.59","18.36","23.883","66.433","24.987","35.423"
"2021-07-14","Hines_RecordCrossing","3.445","6.245","21.247","27.362","5.57","8.578","26.511","38.107","24.848","34.384"
"2021-07-15","Hines_RecordCrossing","4.08","6.715","25.072","26.636","4.191","8.172","16.576","28.747","24.849","34.534"
"2021-07-16","Hines_RecordCrossing","9.316","14.622","20.151","31.667","5.469","16.225","22.308","50.661","27.223","34.318"
"2021-07-17","Hines_RecordCrossing","2.471","6.791","17.639","26.742","13.424","18.967","48.55","64.729","28.518","34.572"
"2021-07-18","Hines_RecordCrossing","3.318","3.421","18.264","28.446","9.604","13.858","39.086","50.612","28.992","35.51"
"2021-07-19","Hines_RecordCrossing","9.621","17.963","11.102","40.895","11.668","10.928","36.197","25.048","29.794","30.315"
"2021-07-21","Hines_RecordCrossing","25.259","38.039","NaN","43.059","NaN","86.592","NaN","96.166","NaN","33.849"
"2021-07-22","Hines_RecordCrossing","16.3","21.029","29.463","43.312","86.078","27.985","93.593","38.087","27.583","34.683"
"2021-07-23","Hines_RecordCrossing","6.063","14.714","26.733","34.774","14.361","22.081","28.053","62.025","27.409","35.441"
"2021-07-24","Hines_RecordCrossing","6.881","14.613","20.48","33.361","14.345","27.447","53.148","89.855","28.474","38.133"
"2021-07-25","Hines_RecordCrossing","7.84","18.369","21.824","37.566","18.786","21.497","70.986","76.443","28.97","38.179"
"2021-07-26","Hines_RecordCrossing","15.77","27.124","20.833","44.5","13.598","15.061","47.433","46.499","29.572","39.024"
"2021-07-27","Hines_RecordCrossing","20.5","36.712","28.217","50.188","10.508","18.639","28.868","54.32","30.417","39.38"
"2021-07-28","Hines_RecordCrossing","18.008","30.852","33.201","42.706","14.346","23.166","33.108","52.735","29.363","35.389"
"2021-07-29","Hines_RecordCrossing","22.235","38.554","29.204","53.664","18.026","31.859","33.12","48.127","28.421","38.344"
"2021-07-30","Hines_RecordCrossing","27.458","45.062","33.013","52.677","40.047","36.502","48.953","47.319","30.237","38.907"
"2021-07-31","Hines_RecordCrossing","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"2021-08-04","Hines_RecordCrossing","10.795","17.566","30.498","53.978","91.818","151.48","86.24","124.86","27.395","33.981"
"2021-08-05","Hines_RecordCrossing","13.656","24.401","36.567","46.109","121.588","82.413","106.592","91.483","26.663","33.478"
"2021-08-06","Hines_RecordCrossing","19.208","19.735","NaN","49.959","NaN","54.119","NaN","58.611","NaN","34.614"
"2021-08-07","Hines_RecordCrossing","4.583","8.115","34.33","30.823","49.653","13.048","55.095","36.455","26.727","35.229"
"2021-08-08","Hines_RecordCrossing","3.202","6.931","21.897","30.111","8.64","8.24","31.937","35.991","27.703","36.028"
"2021-08-09","Hines_RecordCrossing","4.063","9.961","20.812","35.099","5.228","12.56","26.116","36.999","28.898","36.849"
"2021-08-10","Hines_RecordCrossing","4.567","10.19","22.188","27.151","13.918","9.631","32.688","32.332","28.918","36.594"
"2021-08-11","Hines_RecordCrossing","5.603","13.825","20.436","29.326","7.061","7.081","27.44","22.829","29.218","36.734"
"2021-08-12","Hines_RecordCrossing","8.447","19.872","23.886","30.698","4.883","5.256","18.534","19.276","28.762","37.202"
"2021-08-13","Hines_RecordCrossing","10.111","17.017","19.223","32.269","6.259","6.484","20.096","20.644","28.833","36.842"
"2021-08-14","Hines_RecordCrossing","7.629","9.263","20.388","31.89","9.276","6.168","24.233","18.204","29.556","28.031"
"2021-08-15","Hines_RecordCrossing","7.599","20.104","16.162","49.684","8.351","24.855","17.993","35.44","25.674","33.638"
"2021-08-16","Hines_RecordCrossing","14.007","19.843","23.732","44.89","20.96","22.442","33.4","32.404","26.935","34.138"
"2021-08-17","Hines_RecordCrossing","7.979","3.738","30.01","33.354","15.623","5.497","25.344","17.879","27.582","24.034"
"2021-08-18","Hines_RecordCrossing","3.164","4.907","27.097","21.394","8.092","4.891","25.245","22.836","24.162","27.949"
"2021-08-19","Hines_RecordCrossing","3.798","13.986","20.645","28.209","11.718","17.79","27.537","53.935","24.617","35.624"
"2021-08-20","Hines_RecordCrossing","5.349","14.588","16.946","33.54","10.669","9.982","39.219","34.99","28.036","36.295"
"2021-08-21","Hines_RecordCrossing","3.979","10.998","23.861","33.307","13.503","9.942","52.421","38.397","28.641","36.225"
"2021-08-22","Hines_RecordCrossing","4.114","6.442","21.3","29.515","11.84","22.29","47.947","72.265","29.881","36.718"
"2021-08-23","Hines_RecordCrossing","8.738","14.959","24.558","35.821","14.883","15.38","50.21","51.127","28.738","37.4"
"2021-08-24","Hines_RecordCrossing","6.878","11.69","21.612","34.957","8.979","6.412","35.422","26.714","28.098","37.458"
"2021-08-25","Hines_RecordCrossing","10.515","26.22","21.032","44.863","9.978","8.23","37.12","26.68","29.073","39.15"
"2021-08-26","Hines_RecordCrossing","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"2021-09-07","Hines_RecordCrossing","17.009","22.553","NaN","63.497","NaN","35.272","NaN","47.123","NaN","37.827"
"2021-09-08","Hines_RecordCrossing","11.867","24.262","NaN","55.904","NaN","34.57","NaN","47.848","NaN","34"
"2021-09-09","Hines_RecordCrossing","4.975","NaN","41.521","NaN","7.341","NaN","24.272","NaN","25.469","NaN"
"2021-09-10","Hines_RecordCrossing","4.694","5.175","31.08","51.05","9.54","9.511","29.253","28.902","25.027","34.6"
"2021-09-11","Hines_RecordCrossing","123.863","136.024","29.954","55.594","13.848","8.249","35.616","25.36","25.148","33.038"
"2021-09-12","Hines_RecordCrossing","118.008","131.638","32.46","58.548","10.77","8.226","29.472","22.519","24.45","33.336"
"2021-09-13","Hines_RecordCrossing","2.427","0.12","24.362","26.632","10.217","7.87","24.647","33.542","25.83","31.98"
"2021-09-14","Hines_RecordCrossing","0.303","0.19","25.56","34.648","18.975","3.65","63.845","22.092","25.805","28.77"
"2021-09-15","Hines_RecordCrossing","1.976","3.919","31.41","36.17","4.137","6.32","21.86","20.083","23.972","32.369"
"2021-09-16","Hines_RecordCrossing","4.26","3.952","12.419","41.141","8.503","6.559","26.962","17.967","25.841","33.011"
"2021-09-17","Hines_RecordCrossing","5.59","3.119","22.695","42.592","13.577","15.207","23.152","25.382","25.125","34.83"
"2021-09-18","Hines_RecordCrossing","3.785","3.943","19.775","38.743","9.363","7.826","21.948","19.323","27.158","35.118"
"2021-09-19","Hines_RecordCrossing","2.433","2.962","22.665","45.812","13.485","14.482","24.142","24.007","27.29","35.365"
"2021-09-20","Hines_RecordCrossing","10.148","27.08","24.582","39.272","16.07","13.905","25.882","33.127","25.905","38.785"
"2021-09-21","Hines_RecordCrossing","2.308","3.406","31.965","49.976","14.255","7.221","31.777","31.19","29.415","30.478"
"2021-09-22","Hines_RecordCrossing","0.34","0","44.208","55.418","0.008","0.062","3.285","3.292","21.5","29.852"
"2021-09-23","Hines_RecordCrossing","1.264","3.61","32.8","54.675","1.075","0.195","8.455","4.865","20.4","31.245"
"2021-09-28","Hines_RecordCrossing","0.198","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"2021-09-29","Hines_RecordCrossing","3.872","8.777","27.937","54.083","8.207","8.527","26.198","22.933","26.102","33.023"
"2021-09-30","Hines_RecordCrossing","1.515","NaN","26.678","NaN","5.465","NaN","24.655","NaN","24.648","NaN"
"2021-10-01","Hines_RecordCrossing","5.763","9.266","30.383","25.018","15.04","9.289","48.737","27.301","20.92","24.214"
"2021-10-02","Hines_RecordCrossing","5.609","11.759","12.237","46.551","11.402","15.346","27.933","31.349","22.898","29.96"
"2021-10-03","Hines_RecordCrossing","10.053","9.616","18.033","57.201","8.297","7.348","27.117","25.874","22.787","31.639"
"2021-10-04","Hines_RecordCrossing","8.274","4.312","5.785","57.748","15.665","7.55","37.827","29.035","21.465","32.34"
"2021-10-05","Hines_RecordCrossing","3.007","0.59","42.357","54.501","9.255","9.201","31.992","23.005","21.822","31.658"
"2021-10-06","Hines_RecordCrossing","5.494","3.47","38.781","65.82","13.876","11.348","32.609","28.026","21.848","32.724"
"2021-10-07","Hines_RecordCrossing","11.608","15.453","24.255","51.91","24.862","20.037","46.582","53.77","22.083","32.817"
"2021-10-08","Hines_RecordCrossing","5.967","7.593","44.64","58.771","19.628","12.148","43.053","25.743","24.76","33.623"
"2021-10-09","Hines_RecordCrossing","1.768","5.937","50.928","52.386","13.032","6.501","27.548","21.75","25.3","33.389"
"2021-10-10","Hines_RecordCrossing","1.713","2.55","37.648","32.174","9.136","5.123","20.873","19.863","23.505","33.554"
"2021-10-11","Hines_RecordCrossing","3.332","5.343","30.034","53.008","3.208","15.347","21.947","31.718","18.662","30.784"
"2021-10-12","Hines_RecordCrossing","2.534","0.793","27.884","21.732","16.969","23.348","34.209","37.727","20.549","28.447"
"2021-10-13","Hines_RecordCrossing","58.129","162.197","21.412","22.89","12.603","19.255","29.555","53.615","26.633","26.977"
"2021-10-14","Hines_RecordCrossing","99.769","1.434","30.663","30.652","7.593","7.44","42.047","20.518","19.923","29.005"
"2021-10-15","Hines_RecordCrossing","2.062","1.535","21.772","40.025","3.54","4.39","15.382","23.585","23.017","21.515"
"2021-10-16","Hines_RecordCrossing","1.317","2.107","33.642","51.853","4.788","2.689","23.447","16.811","15.727","25.077"
"2021-10-17","Hines_RecordCrossing","2.359","0","10.093","51.714","14.227","3.244","32.722","12.426","13.805","22.847"
"2021-10-18","Hines_RecordCrossing","85.275","119.748","22.556","48.322","7.381","3.312","23.152","16.968","15.989","25.668"
"2021-10-19","Hines_RecordCrossing","149.772","142.809","37.819","47.898","5.263","3.092","18.957","16.825","17.659","27.93"
"2021-10-20","Hines_RecordCrossing","137.208","126.85","37.628","37.48","5.946","4.93","20.074","19.25","19.888","28.78"
"2021-10-21","Hines_RecordCrossing","168.73","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"2021-10-22","Hines_RecordCrossing","153.609","156.784","41.358","48.076","4.438","8.586","25.98","28.204","19.262","30.09"
"2021-10-23","Hines_RecordCrossing","141.847","162.426","28.407","34.51","10.485","7.4","24.591","26.538","22.25","31.128"
"2021-10-24","Hines_RecordCrossing","154.915","120.56","30.413","35.956","3.408","5.066","21.582","25.331","22.713","30.354"
"2021-10-25","Hines_RecordCrossing","121.476","105.12","33.775","47.626","6.533","4.368","25.987","18.818","22.452","31.52"
"2021-10-26","Hines_RecordCrossing","102.214","69.963","22.682","28.089","8.327","5.818","20.986","18.438","24.003","29.233"
"2021-10-27","Hines_RecordCrossing","48.105","0","25.159","34.13","3.429","2.747","15.447","19.947","25.022","19.892"
"2021-10-28","Hines_RecordCrossing","0.195","0.064","32.39","45.093","2.56","3.234","22.543","36.558","16.963","22.079"
"2021-10-29","Hines_RecordCrossing","0.402","0.043","42.654","46.257","2.212","2.147","20.276","16.587","16.752","24.19"
"2021-10-30","Hines_RecordCrossing","2.446","0.003","9.673","40.38","6.623","3.85","32.087","20.933","10.423","23.547"
"2021-10-31","Hines_RecordCrossing","2.222","2.999","10.838","54.672","18.467","4.882","46.052","20.634","14.972","26.573"
"2021-11-01","Hines_RecordCrossing","0.578","0.427","33.183","45.197","6.257","5.302","27.455","22.162","15.982","25.12"
"2021-11-02","Hines_RecordCrossing","1.004","NaN","15.695","NaN","7.83","NaN","22.927","NaN","17.088","NaN"
"2021-11-03","Hines_RecordCrossing","0","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"2021-11-08","Hines_RecordCrossing","0.013","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"2021-11-09","Hines_RecordCrossing","0","NaN","35.553","NaN","7.55","NaN","18.26","NaN","16.033","NaN"
"2021-11-14","Hines_RecordCrossing","0","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"2021-11-15","Hines_RecordCrossing","1.922","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"2021-12-01","Hines_RecordCrossing","0","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"2021-12-03","Hines_RecordCrossing","0.363","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"2021-12-04","Hines_RecordCrossing","0","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"2021-12-05","Hines_RecordCrossing","0.175","0","24.498","24.99","13.25","7.68","38.933","42.21","16.998","25.12"
"2021-12-06","Hines_RecordCrossing","0.121","0.052","16.985","43.798","4.51","10.805","23.425","32.975","20.475","14.018"
"2021-12-07","Hines_RecordCrossing","0.208","NaN","37.983","NaN","3.03","NaN","16.587","NaN","5.073","NaN"
"2021-03-25","Inwood_UTSW","8.329","7.043","29.472","37.912","7.611","5.682","20.163","23.501","12.206","21.573"
"2021-03-26","Inwood_UTSW","15.498","10.222","0.437","51.267","27.566","4.839","55.538","22.458","13.466","27.49"
"2021-03-27","Inwood_UTSW","7.121","5.402","21.224","36.218","27.857","74.004","52.528","84.274","19.1","27.83"
"2021-03-28","Inwood_UTSW","4.016","3.089","37.654","50.412","7.276","4.128","20.324","18.866","16.863","24.048"
"2021-03-29","Inwood_UTSW","17.194","7.932","15.237","51.812","18.159","5.506","40.237","24.322","14.018","25.848"
"2021-03-30","Inwood_UTSW","7.052","6.687","47.399","30.169","8.517","21.055","26.401","36.601","17.048","26.007"
"2021-03-31","Inwood_UTSW","8.123","7.385","36.689","50.495","28.568","5.982","63.151","25.414","17.71","20.24"
"2021-04-01","Inwood_UTSW","14.749","9.845","41.398","57.683","16.358","26.543","37.03","45.647","11.707","22.418"
"2021-04-02","Inwood_UTSW","12.813","7.169","28.628","48.541","37.601","27.288","63.956","50.758","12.747","20.285"
"2021-04-03","Inwood_UTSW","2.74","1.685","38.582","49.172","23.672","12.116","44.234","34.869","15.864","21.389"
"2021-04-04","Inwood_UTSW","1.297","1.87","36.782","50.291","12.404","13.012","31.737","40.815","16.234","23.02"
"2021-04-05","Inwood_UTSW","5.427","5.971","34.732","42.151","16.732","8.49","47.404","31.911","16.534","26.188"
"2021-04-06","Inwood_UTSW","2.777","6.648","31.381","32.974","8.407","15.732","32.35","52.544","18.71","27.798"
"2021-04-07","Inwood_UTSW","7.901","9.953","27.447","51.895","12.43","3.556","45.892","26.472","21.943","26.048"
"2021-04-08","Inwood_UTSW","18.961","10.407","1.472","52.923","12.148","8.838","44.848","38.535","15.94","29.635"
"2021-04-09","Inwood_UTSW","6.562","11.872","33.867","36.951","34.754","127.13","58.08","138.806","21.967","29.141"
"2021-04-10","Inwood_UTSW","7.163","6.992","40.369","49.595","17.544","3.799","54.82","20.393","16.44","25.066"
"2021-04-11","Inwood_UTSW","16.523","8.77","0.267","55.021","27.487","7.352","61.671","41.938","14.401","31.034"
"2021-04-12","Inwood_UTSW","11.968","13.953","36.797","47.081","12.762","40.996","53.562","66.159","20.922","30.773"
"2021-04-13","Inwood_UTSW","6.254","13.202","40.192","51.837","17.391","14.853","39.532","34.588","19.021","29.006"
"2021-04-14","Inwood_UTSW","2.636","2.909","33.98","36.528","16.468","5.256","32.936","17.417","20.356","20.754"
"2021-04-15","Inwood_UTSW","2.678","5.605","32.979","27.686","20.632","9.682","28.364","23.032","15.398","15.463"
"2021-04-16","Inwood_UTSW","4.586","7.143","25.913","22.399","21.476","14.167","29.257","24.52","13.972","16.334"
"2021-04-17","Inwood_UTSW","3.34","4.215","25.398","37.382","4.4","4.928","15.813","16.756","11.309","16.397"
"2021-04-18","Inwood_UTSW","6.857","4.921","27.518","43.828","6.483","3.632","17.064","15.506","11.131","22.268"
"2021-04-19","Inwood_UTSW","16.822","11.061","0.272","54.532","19.127","8.318","52.164","25.838","11.448","25.116"
"2021-04-20","Inwood_UTSW","8.607","4.363","35.147","39.361","9.814","12.183","27.722","30.589","15.353","15.386"
"2021-04-21","Inwood_UTSW","7.331","6.646","35.037","48.273","5.718","7.298","18.126","21.758","6.363","17.552"
"2021-04-22","Inwood_UTSW","6.428","1.012","NaN","41.334","NaN","15.747","NaN","38.399","NaN","18.164"
"2021-04-23","Inwood_UTSW","4.765","8.271","36.308","22.688","46.04","23.355","62.995","40.27","16.723","21.398"
"2021-04-24","Inwood_UTSW","2.982","2.317","41.669","37.458","7.268","12.556","20.948","22.708","14.846","21.621"
"2021-04-25","Inwood_UTSW","8.097","9.246","8.172","48.294","17.722","5.373","27.984","19.109","14.746","29.144"
"2021-04-26","Inwood_UTSW","7.721","11.788","31.273","46.795","5.35","8.109","19.27","26.071","20.372","28.202"
"2021-04-27","Inwood_UTSW","6.358","7.956","40.788","18.642","9.13","24.487","28.36","42.996","20.804","24.323"
"2021-04-28","Inwood_UTSW","11.434","16.359","9.984","12.43","30.884","21.419","49.183","49.735","23.134","27.935"
"2021-04-29","Inwood_UTSW","5.022","4.637","16.461","14.214","42.287","25.09","62.657","34.91","21.472","19.697"
"2021-04-30","Inwood_UTSW","4.526","7.045","27.531","19.951","16.183","17.598","29.008","28.241","20.114","19.66"
"2021-05-01","Inwood_UTSW","5.224","5.043","20.376","25.13","34.388","17.433","40.882","27.613","18.2","22.148"
"2021-05-02","Inwood_UTSW","5.397","7.276","15.377","39.839","44.276","3.856","48.442","16.069","19.23","29.108"
"2021-05-03","Inwood_UTSW","11.363","15.573","NaN","30.973","NaN","57.077","NaN","69.88","NaN","29.91"
"2021-05-04","Inwood_UTSW","4.993","5.042","32.101","41.683","13.353","3.804","26.89","20.868","20.934","25.174"
"2021-05-05","Inwood_UTSW","5.746","9.841","30.288","53.188","3.652","4.123","17.287","19.727","15.084","27.038"
"2021-05-06","Inwood_UTSW","9.307","NaN","34.038","NaN","6.274","NaN","25.082","NaN","18.094","NaN"
"2021-05-07","Inwood_UTSW","15.415","17.833","2.565","55.373","23.595","6.11","57.58","23.653","21.975","32.01"
"2021-05-08","Inwood_UTSW","6.567","7.796","NaN","34.448","NaN","14.976","NaN","36.946","NaN","30.806"
"2021-05-09","Inwood_UTSW","4.002","5.624","21.21","37.408","9.023","10.21","28.767","32.152","24.623","29.262"
"2021-05-10","Inwood_UTSW","2.623","3.518","33.381","14.08","3.279","5.463","15.766","18.372","17.241","15.738"
"2021-05-13","Inwood_UTSW","4.394","5.537","NaN","48.059","NaN","5.036","NaN","18.688","NaN","25.363"
"2021-05-14","Inwood_UTSW","6.58","5.923","31.154","39.41","5.318","5.261","19.343","19.872","18.527","26.378"
"2021-05-15","Inwood_UTSW","6.279","6.822","24.893","46.888","8.097","13.896","21.259","26.507","19.411","27.875"
"2021-05-16","Inwood_UTSW","3.413","4.063","30.934","31.683","9.506","5.048","22.427","18.833","22.289","23.257"
"2021-05-17","Inwood_UTSW","11.228","9.723","23.086","41.968","18.293","3.133","27.609","16.018","21.563","28.133"
"2021-05-18","Inwood_UTSW","10.787","12.862","NaN","39.627","NaN","10.435","NaN","20.802","NaN","21.87"
"2021-05-19","Inwood_UTSW","11.724","11.106","NaN","47.784","NaN","5.269","NaN","19.391","NaN","28.073"
"2021-05-20","Inwood_UTSW","7.797","10.615","32.404","41.249","8.794","10.47","20.144","23.357","22.041","27.881"
"2021-05-21","Inwood_UTSW","4.907","4.23","25.308","38.4","5.469","8.23","19.398","32.236","22.252","30.356"
"2021-05-22","Inwood_UTSW","3.129","3.352","31.55","31.914","6.632","8.864","30.942","31.91","23.718","26.035"
"2021-05-23","Inwood_UTSW","4.024","4.758","33.249","34.023","6.512","7.6","22.13","28.087","21.319","24.968"
"2021-05-24","Inwood_UTSW","7.658","6.9","17.942","29.426","11.123","5.49","33.187","22.627","21.925","23.805"
"2021-05-25","Inwood_UTSW","7.338","17.063","23.732","45.733","11.948","5.417","32.638","25.667","22.417","27.842"
"2021-05-26","Inwood_UTSW","8.083","9.9","18.899","40.503","10.339","11.579","30.259","33.563","23.851","32.991"
"2021-05-27","Inwood_UTSW","6.313","6.666","14.816","28.227","9.101","9.71","27.274","31.289","25.796","31.818"
"2021-05-28","Inwood_UTSW","9.602","19.07","34.616","16.467","5.07","6.167","20.955","24.563","24.149","24.8"
"2021-05-29","Inwood_UTSW","4.289","1.073","9.8","42.627","10.247","13.803","28.188","48.677","23.125","29.05"
"2021-05-30","Inwood_UTSW","2.286","3.362","26.794","36.438","4.13","10.701","18.59","23.354","22.188","24.835"
"2021-05-31","Inwood_UTSW","2.164","3.72","25.892","29.821","8.992","27.644","19.828","42.047","20.8","21.459"
"2021-06-01","Inwood_UTSW","5.044","2.933","24.635","28.743","5.545","4.442","22.748","22.573","20.092","23.502"
"2021-06-02","Inwood_UTSW","9.878","13.825","NaN","52.695","NaN","6.434","NaN","21.69","NaN","28.891"
"2021-06-03","Inwood_UTSW","8.421","11.227","29.979","45.443","3.587","5.902","15.51","19.574","21.716","27.602"
"2021-06-04","Inwood_UTSW","6.711","4.758","21.59","49.432","12.528","17.558","37.88","39.702","23.247","29.655"
"2021-06-05","Inwood_UTSW","5.193","5.529","NaN","36.618","NaN","15.878","NaN","27.692","NaN","31.675"
"2021-06-06","Inwood_UTSW","2.939","3.59","44.15","35.505","4.165","9.218","20.98","26.585","21.39","32.315"
"2021-06-07","Inwood_UTSW","10.015","12.978","15.892","32.706","5.697","4.718","16.948","16.698","25.608","27.657"
"2021-06-08","Inwood_UTSW","8.771","8.95","22.93","28.683","3.647","42.618","15.67","53.327","23.362","31.652"
"2021-06-09","Inwood_UTSW","7.2","12.018","11.788","31.011","4.603","35.818","23.338","49.913","26.75","34.127"
"2021-06-10","Inwood_UTSW","6.335","9.692","14.019","29.19","9.081","7.282","28.56","25.881","27.944","34.437"
"2021-06-11","Inwood_UTSW","6.239","8.145","14.522","27.913","5.802","6.628","21.271","24.25","27.446","34.531"
"2021-06-12","Inwood_UTSW","9.538","17.192","19.714","42.754","3.52","10.012","18.268","25.708","27.724","35.005"
"2021-06-13","Inwood_UTSW","18.975","31.098","8.647","57.955","10.666","15.418","23.652","27.702","27.811","38.026"
"2021-06-14","Inwood_UTSW","18.251","21.968","20.346","43.399","15.517","22.115","29.338","34.162","30.903","36.712"
"2021-06-15","Inwood_UTSW","25.479","30.437","30.332","55.207","11.995","14.929","30.92","23.836","28.742","37.152"
"2021-06-16","Inwood_UTSW","33.076","46.578","24.764","67.381","16.763","15.487","29.036","28.978","28.502","38.08"
"2021-06-17","Inwood_UTSW","34.292","46.158","20.266","55.654","20.03","13.574","37.296","29.595","29.004","38.144"
"2021-06-18","Inwood_UTSW","15.425","22.16","28.366","54.812","23.366","18.503","34.319","33.976","29.039","35.644"
"2021-06-19","Inwood_UTSW","26.103","36.224","29.67","60.756","13.977","10.009","23.774","21.587","26.614","36.227"
